,0,1,2,3,4,5,6,7,8,9,10,11
0,4.5365596,0.0,3.1579025,1.2396903,2.0916438,0.0,0.0,2.5328465,1.8650683,0.0,0.0,3.5046053
1,4.3820434,0.0,2.461151,1.3265946,1.5500637,0.0,0.0,2.2780638,2.1511564,0.0,0.0,3.2728171
2,4.7822804,0.0,2.9748628,1.3939526,2.0988145,0.0,0.0,2.3886826,2.2894132,0.0,0.0,3.7008796
3,4.8877273,0.0,2.959282,1.3113456,2.2626333,0.0,0.0,2.3007004,2.4038887,0.0,0.0,3.6644797
4,4.4781528,0.0,3.2253957,1.2670808,2.058931,0.0,0.0,2.4740865,2.1190057,0.0,0.0,3.6566257
5,4.9703097,0.0,3.1576455,1.0506711,2.1294746,0.0,0.0,2.7027311,2.4696476,0.0,0.0,4.69051
6,5.073419,0.0,2.461154,0.91157854,1.982737,0.0,0.0,2.4495423,2.5065653,0.0,0.0,4.2041216
7,4.4021144,0.0,2.2458394,0.92514104,1.4066341,0.0,0.0,2.685525,1.8786092,0.0,0.0,3.7321687
8,4.826835,0.0,2.581513,0.844114,1.7758081,0.0,0.0,2.467241,2.263641,0.0,0.0,4.1315846
9,5.136412,0.0,2.8993182,0.8780686,2.1275933,0.0,0.0,2.5404937,2.3823807,0.0,0.0,4.4259706
10,4.809124,0.0,2.363009,1.543133,1.5616486,0.0,0.0,1.9934762,2.8357933,0.0,0.0,3.6043525
11,4.6816826,0.0,2.9510636,1.3402505,1.96874,0.0,0.0,2.410816,2.0871687,0.0,0.0,3.4507551
12,5.032238,0.0,3.2085793,1.2948604,2.3551447,0.0,0.0,2.2843113,2.5324616,0.0,0.0,3.750023
13,4.1263957,0.0,2.7598586,1.4682257,1.4096022,0.0,0.0,2.5816214,1.8098243,0.0,0.0,3.235936
14,5.060314,0.0,3.000183,1.1761007,2.2806692,0.0,0.0,2.1086082,2.7365599,0.0,0.0,3.6514802
15,4.992536,0.0,2.606585,1.2542827,2.0119948,0.0,0.0,2.0218766,2.8438783,0.0,0.0,3.7119186
16,5.010738,0.0,2.9404557,1.321085,2.3500037,0.0,0.0,2.2664115,2.5564733,0.0,0.0,3.7944496
17,4.915282,0.0,2.9667525,1.3672657,2.20375,0.0,0.0,2.31502,2.4389718,0.0,0.0,3.799704
18,5.104477,0.0,3.115295,1.3539088,2.5095377,0.0,0.0,2.2883103,2.4604402,0.0,0.0,3.8901386
19,5.068866,0.0,2.6459842,1.4390604,2.1134932,0.0,0.0,2.0932128,2.6522963,0.0,0.0,3.7822084
20,4.926444,0.0,3.0015075,1.2965853,2.0866807,0.0,0.0,2.1275344,2.1811333,0.0,0.0,3.8677485
21,5.349664,0.0,3.2449448,1.2295837,2.6149147,0.0,0.0,2.037712,2.556705,0.0,0.0,4.0861173
22,4.3322816,0.0,3.125013,1.2751975,1.9578482,0.0,0.0,2.7016766,1.3705958,0.0,0.0,3.3424535
23,5.5363984,0.0,3.063727,1.33044,2.676173,0.0,0.0,2.0405555,2.991887,0.0,0.0,4.1285124
24,4.8754535,0.0,2.9796937,1.5051425,2.0796034,0.0,0.0,2.322383,2.4629533,0.0,0.0,3.996625
25,5.3178005,0.0,2.672556,1.4544151,2.2027025,0.0,0.0,2.2868583,3.0660384,0.0,0.0,4.2463737
26,4.32328,0.0,2.5954015,1.2836251,1.5516548,0.0,0.0,2.3318663,1.9218609,0.0,0.0,3.6041892
27,5.3146625,0.0,2.9657922,1.1491742,2.481955,0.0,0.0,2.0683196,2.7866206,0.0,0.0,4.15469
28,5.3117137,0.0,3.4921834,1.2612062,2.7667234,0.0,0.0,2.1680954,2.9142437,0.0,0.0,4.640053
29,5.1647053,0.0,3.398206,1.2182336,2.6327548,0.0,0.0,2.1082714,2.7976365,0.0,0.0,4.520979
30,4.8706055,0.0,3.4001355,1.4433234,2.4753547,0.0,0.0,2.037528,2.7290957,0.0,0.0,4.009132
31,4.5388737,0.0,3.2550542,1.41135,2.13301,0.0,0.0,2.005871,2.4768853,0.0,0.0,3.847258
32,3.9480524,0.0,2.5745974,1.381464,1.3608822,0.0,0.0,1.4816527,2.689288,0.0,0.0,3.5226252
33,4.5248275,0.0,3.153469,1.310457,2.1782691,0.0,0.0,1.4118152,3.0360951,0.0,0.0,4.0002933
34,4.4341474,0.0,3.172486,1.2107046,2.0516546,0.0,0.0,1.412528,2.8944986,0.0,0.0,3.88015
35,3.895316,0.0,2.6660154,1.087387,1.2874396,0.0,0.0,1.4891701,2.5310724,0.0,0.0,3.7769084
36,4.1205554,0.0,3.2276235,0.99165696,1.798587,0.0,0.0,1.2562172,2.9273078,0.0,0.0,4.28215
37,3.3836958,0.0,2.744469,1.0632625,0.9928157,0.0,0.0,1.3162417,2.5635724,0.0,0.0,3.8280208
38,4.237849,0.0,3.2900963,0.91550255,1.9927369,0.0,0.0,1.1809146,3.0573568,0.0,0.0,4.2485285
39,4.7403784,0.0,3.2770348,0.8818474,2.3189092,0.0,0.0,0.9064897,3.6032844,0.0,0.0,4.562859
40,3.4478452,0.0,2.2687836,0.6513875,0.9848446,0.0,0.0,1.1816366,2.8614922,0.0,0.0,3.7170444
41,3.2659192,0.0,2.4304547,0.57994485,0.99387836,0.0,0.0,1.3295424,2.575833,0.0,0.0,3.5986025
42,3.766484,0.0,2.8055706,0.7301843,1.3792242,0.0,0.0,0.9210471,3.4029505,0.0,0.0,4.4478893
43,3.4409943,0.0,2.6687396,0.8271559,1.0371691,0.0,0.0,1.0457757,3.2106228,0.0,0.0,4.3080735
44,3.5297658,0.0,3.0174067,0.7946569,1.1724858,0.0,0.0,1.0561693,3.1271439,0.0,0.0,4.5802355
45,3.0757444,0.0,2.893812,1.0265431,0.6248877,0.0,0.0,0.6733221,3.2645512,0.0,0.0,4.381689
46,2.501904,0.0,2.7554832,0.7772099,0.3015205,0.0,0.0,0.65662324,2.7324598,0.0,0.0,3.8532376
47,4.0020423,0.0,4.1194863,0.69400585,2.1602051,0.0,0.0,0.6278912,3.578971,0.0,0.0,5.087565
48,3.1279864,0.0,3.3727438,0.88636637,1.0108936,0.0,0.0,0.52175224,3.472075,0.0,0.0,4.65912
49,3.190591,0.0,3.4905736,0.9075708,1.0806415,0.0,0.0,0.5880877,3.4826453,0.0,0.0,4.756095
50,3.0732965,0.0,3.7175977,1.0949067,1.0664375,0.0,0.0,0.0,3.4703984,0.0,0.0,4.1499667
51,2.3472838,0.0,3.311453,1.1470263,0.2680142,0.0,0.0,0.05020313,2.9239633,0.0,0.0,3.662811
52,2.146574,0.0,3.5283484,1.0633204,0.3225894,0.0,0.0,0.2503657,2.7139816,0.0,0.0,3.519873
53,2.109004,0.0,3.5428789,0.9980264,0.37323144,0.0,0.0,0.2579712,2.6768696,0.0,0.0,3.4174302
54,2.4624968,0.0,3.5664127,1.0789864,0.46861243,0.0,0.0,0.006594777,3.143176,0.0,0.0,3.8048148
55,3.516526,0.0,3.3311002,0.41564986,0.83329237,0.0,0.0,0.45168218,3.7881808,0.0,0.0,5.3841066
56,3.2925994,0.0,3.0577903,0.35259783,0.66511744,0.0,0.0,0.33247727,3.6189342,0.0,0.0,5.112616
57,3.6404512,0.0,3.4232159,0.43899333,1.0166243,0.0,0.0,0.4060164,3.755007,0.0,0.0,5.4779973
58,3.3315377,0.0,2.7572632,0.40993357,0.35468763,0.0,0.0,0.0,3.6771848,0.0,0.0,5.189442
59,3.1411185,0.0,3.777658,0.2640569,0.9085252,0.0,0.0,0.56262034,2.6779482,0.0,0.0,5.1564074
60,2.702685,0.0,3.4054813,0.9643035,0.2364249,0.0,0.0,0.0,3.3446035,0.0,0.0,4.1324544
61,3.3893118,0.0,4.4204073,0.7325677,1.3782187,0.0,0.0,0.0,3.321986,0.0,0.0,4.5707903
62,2.936293,0.0,3.7439113,0.9233249,0.5058596,0.0,0.0,0.0,3.3172338,0.0,0.0,4.189397
63,2.2776718,0.0,3.536096,0.7752714,0.06261157,0.0,0.0,0.05867952,2.5175705,0.0,0.0,3.5197334
64,3.4107213,0.0,3.8861353,0.7840937,0.9776015,0.0,0.0,0.0,3.811796,0.0,0.0,4.312571
65,3.2908716,0.0,3.2125127,0.38696295,0.4500303,0.0,0.0,0.50937855,3.3620734,0.0,0.0,4.902381
66,3.8080096,0.0,3.3789256,0.2048891,0.7916682,0.0,0.0,0.16993177,3.577654,0.0,0.0,5.1468496
67,3.5794823,0.0,3.7726185,0.25014588,0.8037807,0.0,0.0,0.6133716,3.1127276,0.0,0.0,5.1347733
68,3.525058,0.0,3.0733173,0.3691272,0.23018622,0.0,0.0,0.21306412,3.3921747,0.0,0.0,4.984298
69,4.112213,0.0,3.7530634,0.2778918,0.9926041,0.0,0.0,0.36898416,3.476556,0.0,0.0,5.378246
70,3.9383004,0.0,3.8924754,0.6417109,0.74224615,0.0,0.0,0.11702971,3.4205387,0.0,0.0,5.243963
71,4.0030446,0.0,3.7996004,0.64153403,0.709978,0.0,0.0,0.046237007,3.5964348,0.0,0.0,5.22552
72,4.3098087,0.0,4.421623,0.5331681,1.2538613,0.0,0.0,0.20336375,3.197183,0.0,0.0,5.4235287
73,3.5930977,0.0,3.8011198,0.5713434,0.36232984,0.0,0.0,0.2159327,2.7839112,0.0,0.0,4.8216586
74,4.4564414,0.0,3.8676233,0.6581744,0.7651169,0.0,0.0,0.0,3.566596,0.0,0.0,5.4220223
75,4.51669,0.0,4.280688,0.670123,1.1041286,0.0,0.0,0.21104208,3.2687843,0.0,0.0,5.343874
76,4.515072,0.0,4.2874656,0.65381825,0.956154,0.0,0.0,0.2991178,2.8432312,0.0,0.0,5.1972513
77,4.2997227,0.0,3.836482,0.7686454,0.43097454,0.0,0.0,0.124988645,2.9528444,0.0,0.0,5.092273
78,5.13894,0.0,3.969102,0.6249162,0.940244,0.0,0.0,0.0,3.3339372,0.0,0.0,5.305109
79,5.550285,0.0,4.6617866,0.64616966,1.5739926,0.0,0.0,0.1116179,3.4027517,0.0,0.0,5.7165275
80,5.13324,0.0,4.1177855,0.5601154,0.8830436,0.0,0.0,0.042061344,3.3246074,0.0,0.0,5.4244337
81,5.0655737,0.0,3.8361223,0.55349326,0.64085495,0.0,0.0,0.044004887,3.3592818,0.0,0.0,5.1998672
82,4.3508015,0.0,3.7784877,0.61301243,0.16649497,0.0,0.0,0.6780145,2.2059605,0.0,0.0,4.6374044
83,4.4571466,0.0,3.882854,0.7147729,0.15789786,0.0,0.0,0.6463649,2.187966,0.0,0.0,4.827748
84,4.5706034,0.0,3.8129678,0.64292747,0.030700795,0.0,0.0,0.49685434,2.3939714,0.0,0.0,4.8347154
85,5.5466437,0.0,4.5802507,0.8837303,1.068863,0.0,0.0,0.17834075,3.2379642,0.0,0.0,5.4418545
86,5.258612,0.0,4.5665274,0.9775679,0.7818652,0.0,0.0,0.5755565,2.439844,0.0,0.0,5.1766987
87,6.2293067,0.0,5.3303447,0.82503307,1.922075,0.0,0.0,0.5335162,2.8235261,0.0,0.0,5.7419167
88,5.7204566,0.0,4.465459,0.867764,0.9147462,0.0,0.0,0.31271997,2.6917505,0.0,0.0,5.146612
89,5.035056,0.0,4.197867,1.0039225,0.226532,0.0,0.0,0.600011,2.142132,0.0,0.0,4.754918
90,5.891772,0.0,4.389111,1.0231588,1.092356,0.0,0.0,0.15804523,2.9853542,0.0,0.0,4.5404105
91,6.282476,0.0,4.3465075,1.0882239,1.3135474,0.0,0.0,0.010863498,3.5466347,0.0,0.0,4.807363
92,5.307056,0.0,4.2891006,1.0554876,0.60519105,0.0,0.0,0.36101347,2.4904685,0.0,0.0,4.237223
93,6.1416926,0.0,4.802714,1.0371244,1.3703609,0.0,0.0,0.2401469,2.976521,0.0,0.0,4.8396263
94,4.6713247,0.0,3.8418555,0.99205345,0.0,0.0,0.0,0.52664447,1.7958057,0.0,0.0,3.5243545
95,5.5684724,0.0,3.8159359,0.914083,0.3875864,0.0,0.0,0.46137542,2.63768,0.0,0.0,4.2565637
96,5.4279914,0.0,4.1973786,0.81361955,0.691035,0.0,0.0,0.9886526,1.9945897,0.0,0.0,4.0503235
97,5.9152584,0.0,4.1654634,0.8307154,0.97834814,0.0,0.0,0.7052565,2.6366963,0.0,0.0,4.395329
98,5.5781684,0.0,4.257411,0.7286492,0.79086643,0.0,0.0,0.9248191,2.2426023,0.0,0.0,4.126036
99,5.873504,0.0,4.4302754,0.81714594,0.9828499,0.0,0.0,0.89222115,2.5444682,0.0,0.0,4.4426436
100,6.40892,0.0,4.328451,0.26895875,1.6645885,0.0,0.0,1.0061159,2.649179,0.0,0.0,4.5498977
101,6.0875826,0.0,3.5786731,0.30481738,1.0308084,0.0,0.0,0.79127717,2.852941,0.0,0.0,4.149123
102,5.866904,0.0,3.6656353,0.3931254,0.7362384,0.0,0.0,1.1546973,2.4413543,0.0,0.0,4.0866637
103,5.96478,0.0,3.6859188,0.30120823,0.8705965,0.0,0.0,1.1085675,2.5085297,0.0,0.0,4.033377
104,6.4849644,0.0,3.7846081,0.35629752,1.3824917,0.0,0.0,0.8604606,3.3145442,0.0,0.0,4.449321
105,6.5611153,0.0,4.2396717,0.60746276,1.6679842,0.0,0.0,0.4730052,3.585053,0.0,0.0,4.267942
106,4.909807,0.0,3.9771023,0.50913376,0.50221896,0.0,0.0,1.0971802,2.0546346,0.0,0.0,3.214716
107,5.9253407,0.0,4.5855002,0.4521456,1.509975,0.0,0.0,0.98217523,2.7695544,0.0,0.0,3.8773541
108,5.2178187,0.0,3.9788046,0.5872988,0.682708,0.0,0.0,1.2404006,2.5187192,0.0,0.0,3.339001
109,5.618918,0.0,3.9944148,0.56279886,0.93476033,0.0,0.0,0.96696335,3.022621,0.0,0.0,3.622974
110,5.5040383,0.0,4.3883595,0.5046562,1.1645094,0.0,0.0,1.4919727,2.7818072,0.0,0.0,3.624453
